original_language,runtime,popularity,vote_average,Num_genres,Num_keywords,Num_production_companies,Num_production_countries,Num_spoken_languages,Num_overview_words,Num_tagline_words,Num_Departments,Num_Cast,Num_Crew,Year,Month,Day,Is_profitable
4,108.0,29.97224,6.6,2,15,4,1,1,70,7,11,19,84,2000,10,6,1
4,81.0,47.845589,6.7,4,27,2,1,1,60,6,8,16,31,1995,6,14,1
4,143.0,48.507081,6.9,4,17,3,2,1,42,6,8,92,19,1978,12,13,1
4,95.0,20.28119,5.4,4,3,2,1,1,58,11,6,21,11,1996,6,26,1
4,118.0,34.576913,6.4,3,3,2,1,1,69,6,6,17,8,2005,2,10,1
4,92.0,22.573237,5.4,4,6,2,1,2,75,2,6,49,11,1997,7,15,0
4,103.0,36.194802,6.0,2,6,4,1,1,55,4,11,15,110,2003,8,1,1
4,134.0,52.786917,7.6,3,15,1,1,2,32,5,11,17,85,2013,10,10,1
4,97.0,38.06168,5.9,1,22,3,1,2,47,7,9,29,21,2010,4,8,1
4,100.0,19.830132,6.0,3,12,3,1,1,131,3,9,34,22,1995,5,26,1
4,132.0,79.922059,7.1,3,27,6,1,1,114,9,11,38,82,2014,9,24,1
4,105.0,19.738215,5.6,3,10,1,1,2,88,0,10,18,82,2002,12,13,1
4,116.0,20.334629,7.0,3,16,2,1,1,30,3,9,18,32,1995,5,12,1
4,117.0,80.581367,7.7,1,12,4,1,2,101,0,9,49,34,2006,12,14,1
4,98.0,32.05145,6.1,3,4,2,1,6,32,17,7,15,12,2005,9,22,1
4,123.0,15.064058,5.9,5,4,2,1,1,28,3,6,12,6,1994,12,9,1
4,114.0,21.272734,6.4,3,10,5,2,2,51,12,7,16,14,1998,4,10,1
4,111.0,79.754966,7.7,2,15,3,1,3,49,4,11,36,161,2003,10,10,1
4,97.0,13.191829,6.0,1,6,1,1,1,67,4,11,43,136,1999,8,12,0
4,136.0,50.622607,7.6,3,10,3,1,4,52,8,11,27,130,2004,4,16,1
4,104.0,22.787667,6.1,3,3,1,1,1,91,19,5,16,7,1989,12,22,1
4,104.0,29.498304,6.3,2,6,1,1,1,49,27,6,20,8,1992,7,30,1
4,110.0,25.400935,6.2,4,9,3,2,3,49,7,6,22,13,2000,5,26,1
4,133.0,17.231675,5.8,4,22,2,1,1,46,4,8,18,22,1996,3,15,1
4,94.0,32.835777,5.7,2,12,4,1,1,57,0,4,17,10,2011,6,17,1
4,104.0,17.097041,6.3,3,7,4,2,2,70,10,8,15,25,2008,4,18,1
4,91.0,14.414937,5.7,3,5,2,1,1,56,5,4,17,13,2013,10,30,1
4,114.0,45.856409,6.2,3,21,2,2,1,67,4,11,25,47,1992,5,22,1
4,134.0,7.027139,5.9,3,8,2,2,2,35,9,6,12,9,1996,12,14,1
4,122.0,32.657488,6.7,4,14,2,3,3,41,6,10,33,75,1998,9,25,0
4,109.0,12.46525,6.4,1,9,2,2,1,64,4,6,15,11,1996,10,11,1
4,95.0,39.882276,7.0,2,7,9,1,1,88,3,5,68,8,2014,11,27,1
4,98.0,39.395881,5.3,1,12,8,1,1,50,2,8,19,14,2012,7,26,1
4,94.0,8.634954,6.0,4,16,2,1,1,46,6,10,5,53,2003,3,11,0
4,126.0,7.386394,6.2,3,6,2,1,1,108,0,10,27,40,1999,6,4,0
4,118.0,8.802525,5.1,1,15,2,1,1,86,15,6,40,14,2003,12,10,0
4,88.0,23.700759,6.4,4,5,3,1,1,107,4,6,13,57,2012,3,12,1
4,141.0,27.50916,7.3,3,15,3,1,1,34,11,10,74,32,2008,1,30,1
4,107.0,20.58862,5.3,4,6,3,1,1,21,3,8,75,23,1996,8,2,1
4,116.0,4.366488,5.7,3,10,2,1,1,63,12,8,10,21,1996,8,15,0
4,143.0,18.927463,7.0,3,19,4,2,2,68,12,8,9,22,2004,12,8,1
4,114.0,15.274137,6.6,3,14,3,1,3,29,3,10,22,71,2007,9,9,1
4,93.0,29.954302,5.4,2,16,6,1,1,53,7,7,52,21,2005,11,30,0
4,100.0,4.700024,5.2,3,6,2,1,1,69,11,8,45,32,1997,1,9,0
4,107.0,12.340384,5.7,1,0,5,1,1,22,12,8,21,11,2009,6,19,0
4,112.0,14.808304,6.2,4,2,2,1,2,27,5,4,66,7,2014,3,20,1
4,95.0,9.27875,4.2,6,8,3,2,1,65,0,7,28,20,2004,7,23,0
4,119.0,22.863516,6.9,2,4,1,1,1,146,9,9,33,19,2010,11,23,1
7,133.0,23.05451,7.1,1,19,10,1,3,137,3,6,69,8,2004,10,26,0
4,153.0,23.962109,7.3,2,23,3,2,1,43,9,6,11,9,1962,6,13,1
4,96.0,12.669778,5.3,2,5,1,1,1,55,4,8,12,15,2002,1,4,0
4,117.0,67.169587,6.2,4,19,8,2,3,62,3,11,48,167,2002,3,22,1
4,123.0,41.472404,7.5,1,6,4,1,2,22,6,8,17,21,2008,12,18,1
4,92.0,22.503935,5.2,3,0,8,2,1,22,4,11,19,84,2013,1,31,0
4,162.0,59.194915,7.1,3,11,1,2,4,34,8,9,38,24,1990,12,24,1
4,123.0,22.894898,6.1,3,8,4,1,1,67,9,6,13,6,2005,10,6,0
4,108.0,18.600367,5.4,2,3,3,1,1,62,5,8,14,17,2006,7,14,1
4,127.0,30.515175,6.5,4,13,3,2,1,61,7,10,50,60,1980,12,4,1
4,121.0,9.053456,3.5,1,8,3,1,1,58,6,10,18,27,2003,8,1,0
4,125.0,7.768223,5.7,2,14,5,1,1,34,15,8,12,23,2006,9,10,0
4,99.0,19.643365,5.5,4,11,2,2,3,55,5,7,12,16,2000,6,15,1
4,94.0,45.565918,7.4,2,6,5,1,3,73,10,8,12,63,1997,11,20,1
4,127.0,57.374341,7.4,3,15,2,2,3,49,10,8,100,19,2001,3,9,1
4,89.0,8.41856,5.4,3,11,1,1,1,19,8,6,9,8,2001,10,30,0
4,122.0,46.049902,6.3,2,3,7,2,1,38,4,11,65,79,2015,9,4,1
4,132.0,23.9366,6.7,3,6,4,1,1,57,11,10,28,60,2006,10,18,0
4,109.0,49.593978,7.2,3,9,3,1,1,39,4,10,20,46,2009,10,15,1
4,191.0,16.637642,6.8,3,4,8,1,2,28,8,8,32,54,2007,4,6,0
4,141.0,73.944049,7.7,2,9,3,1,2,52,7,11,123,103,2002,12,25,1
4,157.0,38.306954,6.7,3,37,3,1,2,33,5,8,31,19,2012,12,19,1
4,106.0,26.251217,5.6,2,15,3,1,1,59,3,6,16,18,2006,6,1,1
4,108.0,30.780599,6.4,2,8,5,3,2,63,9,6,26,14,2008,7,3,1
4,125.0,25.41929,5.7,2,10,3,1,1,99,6,8,23,14,2010,2,10,1
4,104.0,15.98212,5.1,3,5,4,1,1,70,3,11,22,72,2005,8,5,1
4,170.0,40.072583,7.2,3,22,3,2,2,106,6,8,26,20,1998,12,25,1
4,112.0,32.015477,5.9,1,7,4,1,1,45,5,10,19,41,2011,8,5,1
4,118.0,24.444186,6.9,3,3,1,1,1,14,10,8,17,19,1999,12,22,0
4,178.0,40.06688,7.8,2,5,4,2,1,15,7,6,45,10,1995,11,22,1
4,92.0,27.916284,6.1,3,14,8,2,4,85,6,11,25,67,2010,2,5,1
4,104.0,15.20707,5.1,3,7,1,1,4,38,9,7,15,11,2003,3,28,0
4,116.0,39.001682,6.1,1,4,2,1,2,44,4,11,16,103,2000,6,22,1
4,90.0,10.430832,5.3,3,5,3,2,1,77,9,8,20,20,2006,8,4,1
4,130.0,94.815867,5.6,4,5,5,1,2,56,4,10,37,26,2009,3,15,1
4,90.0,67.298732,7.3,5,11,3,1,1,42,6,10,29,76,2001,5,16,1
4,106.0,26.60772,6.5,3,18,4,1,1,47,4,11,20,64,2011,3,3,1
4,143.0,28.803729,6.6,1,5,2,1,1,43,21,6,35,9,1991,6,14,1
4,139.0,27.039636,6.7,3,4,2,1,2,68,6,5,23,9,1996,12,6,1
4,106.0,68.87691,6.3,2,5,3,1,1,30,3,11,50,83,2012,6,29,1
4,139.0,37.885022,7.2,2,13,2,1,1,57,10,10,56,35,1997,12,19,1
4,115.0,35.537397,7.0,2,4,4,1,1,44,3,11,28,54,1998,12,25,1
4,119.0,38.125008,6.0,1,8,3,1,1,23,6,5,27,8,2013,12,18,1
4,96.0,18.121404,5.6,2,13,4,1,1,62,7,8,13,12,2002,6,28,1
4,112.0,37.069253,6.6,3,7,4,1,1,71,2,8,24,18,2011,6,8,1
4,131.0,30.347332,7.1,1,5,1,1,2,53,15,11,10,98,2000,3,17,1
4,116.0,23.854701,6.3,2,6,1,2,1,92,9,6,22,11,2003,2,7,1
4,112.0,52.380982,7.0,3,5,8,1,1,96,4,9,25,34,2014,6,5,1
4,123.0,50.163785,7.2,2,7,1,1,2,18,6,8,15,18,1994,11,11,1
4,104.0,43.849351,6.4,1,2,4,1,3,24,5,9,20,39,2008,12,9,1
4,107.0,45.318703,6.2,2,6,4,1,1,20,11,8,37,64,2016,6,15,1
4,96.0,38.616744,5.8,1,1,3,1,1,41,3,8,21,24,2015,12,25,1
4,125.0,65.90161,5.6,3,12,3,1,1,30,7,11,19,76,2014,12,25,1
4,129.0,45.220386,7.3,3,8,3,1,2,56,16,11,64,26,2006,3,23,1
4,100.0,17.457947,6.7,4,4,2,1,1,59,5,11,14,75,1999,2,5,1
4,109.0,10.755847,5.0,6,4,2,1,2,42,6,6,21,9,1995,6,9,1
4,124.0,38.629763,6.5,3,1,4,1,1,66,4,2,15,3,2011,12,22,1
4,121.0,32.693093,5.9,6,13,6,3,1,53,4,9,17,23,2009,3,19,1
4,97.0,18.806031,5.5,1,5,3,1,1,72,11,6,12,8,2006,3,10,1
4,110.0,32.233713,5.4,3,13,3,1,1,13,4,11,17,106,2005,3,17,1
4,118.0,37.990705,7.0,3,7,1,1,1,78,3,9,28,41,2011,7,29,1
4,80.0,17.667826,5.2,3,4,3,1,1,47,5,7,14,12,2004,6,10,1
4,99.0,9.225166,5.2,2,2,3,1,2,44,3,7,17,12,2004,11,24,0
4,133.0,46.180421,7.0,1,11,2,1,1,28,5,9,67,49,2011,9,22,1
4,127.0,30.397496,6.3,4,8,4,1,3,47,19,7,14,13,1995,3,10,1
4,106.0,83.295796,6.8,3,7,7,3,2,75,6,10,28,33,2014,1,26,1
4,98.0,23.935053,5.5,6,9,2,1,1,38,4,7,45,10,2009,3,12,1
4,132.0,84.630969,7.7,3,24,8,3,1,56,15,10,77,194,2006,3,15,1
4,115.0,16.251204,6.0,4,8,5,2,2,74,6,9,47,15,2003,2,6,1
4,86.0,9.894346,6.2,4,9,3,1,1,34,9,7,23,52,2006,2,10,1
4,101.0,12.050755,5.1,5,5,2,1,1,32,4,11,16,109,2005,6,22,1
4,113.0,11.596207,6.0,1,5,7,2,4,34,4,11,16,107,2001,9,28,1
4,88.0,53.02787,5.7,3,16,6,2,1,42,4,9,23,24,2013,1,17,1
4,124.0,14.382253,6.3,2,7,4,1,2,44,9,8,12,26,2002,5,10,1
4,109.0,43.450266,5.9,4,8,4,1,2,96,10,9,49,22,2011,2,18,1
4,128.0,16.871194,6.3,2,13,6,1,6,66,3,10,31,48,2005,11,23,1
4,144.0,42.526529,7.0,5,13,5,3,2,26,14,11,33,80,2016,1,13,1
4,95.0,34.890999,7.3,6,4,4,2,1,45,0,9,28,16,2014,10,1,1
4,105.0,18.186026,5.6,1,7,5,2,1,36,11,7,19,9,2006,2,10,1
4,121.0,13.576765,6.4,3,11,3,1,2,57,2,7,11,18,1997,2,14,1
4,125.0,19.434672,6.0,2,20,6,1,1,19,5,8,14,16,1997,8,22,0
4,129.0,62.925175,7.5,3,5,3,1,3,63,10,7,46,11,1997,9,12,1
4,125.0,32.927994,6.3,2,25,4,4,1,126,4,10,16,38,2006,4,21,1
4,113.0,39.920035,6.1,1,9,1,1,1,114,6,8,22,11,2012,4,4,1
4,140.0,28.725621,6.8,6,11,2,2,1,64,12,10,47,31,1998,7,29,0
4,89.0,20.566554,5.8,2,4,4,1,1,56,3,10,98,81,2014,8,6,1
4,104.0,20.333953,5.5,3,23,2,1,1,52,0,7,23,14,1994,5,24,1
4,106.0,33.98637,6.2,3,18,2,1,1,61,4,10,27,17,1990,6,15,0
4,141.0,42.472324,7.2,1,3,4,1,1,25,3,9,16,39,2014,10,8,1
4,124.0,15.931084,5.8,2,7,1,1,5,47,7,11,23,92,1997,9,26,0
4,94.0,29.880122,6.1,3,8,2,5,1,56,5,11,87,94,2004,9,10,1
4,108.0,28.803802,6.1,2,7,6,5,3,37,5,11,43,86,2004,11,10,0
4,105.0,14.993459,6.1,3,4,3,1,1,49,5,11,12,109,2003,10,3,1
4,102.0,9.114168,4.5,2,6,1,1,2,50,16,6,10,12,1994,2,18,0
4,92.0,12.31101,4.4,3,2,1,1,1,59,5,10,8,64,2005,6,10,1
4,119.0,41.362082,6.3,4,15,1,2,5,36,7,7,16,10,2000,2,11,1
4,119.0,13.298205,5.9,3,7,3,1,1,42,7,9,28,63,2004,5,27,0
4,99.0,19.085403,6.2,3,6,9,2,1,68,10,7,38,24,2009,9,29,1
4,137.0,9.622345,6.3,2,6,2,1,1,43,15,5,7,6,1999,9,17,0
4,115.0,11.106006,4.4,3,5,2,1,1,73,10,9,18,28,1996,6,28,1
4,87.0,12.25622,5.0,2,0,1,1,1,30,2,9,18,19,2010,6,4,1
4,129.0,13.365715,5.8,2,0,4,1,2,28,6,2,26,2,2010,10,15,1
4,120.0,16.167093,6.0,3,13,3,1,1,32,8,10,26,30,2002,4,19,1
4,132.0,23.073933,6.0,4,19,6,2,3,76,18,10,17,71,1995,10,6,0
4,121.0,6.567065,6.0,3,4,7,4,3,51,4,8,17,19,2007,2,6,1
4,95.0,6.22577,5.9,3,6,2,1,2,18,0,8,17,29,1999,10,13,1
4,125.0,42.933027,6.0,5,8,4,1,1,47,6,8,36,19,2013,3,22,1
4,98.0,19.226763,6.2,5,9,2,1,1,25,6,9,17,58,2003,4,18,0
4,110.0,10.089065,6.1,4,8,2,1,2,27,8,9,18,33,2002,8,4,0
4,118.0,13.391833,6.0,3,1,4,3,5,58,6,6,36,8,2009,2,3,1
4,97.0,21.637234,5.6,4,7,2,1,1,66,3,9,17,33,1996,8,9,0
4,86.0,61.245957,7.6,5,7,1,1,1,33,5,8,29,45,1999,8,6,0
4,119.0,25.237969,7.1,3,6,2,1,7,58,8,9,16,21,2004,12,10,0
4,139.0,21.589393,6.6,5,2,3,1,2,85,6,11,38,71,2016,6,24,0
4,130.0,22.442241,7.3,3,12,5,3,2,18,8,10,125,52,2003,2,21,0
4,100.0,6.004422,5.4,2,0,2,1,1,50,10,2,21,3,2005,2,25,0
4,114.0,74.64653,6.3,5,5,3,1,1,99,4,11,18,60,2015,3,11,1
4,100.0,35.481169,7.2,3,20,9,3,5,32,5,10,19,51,2007,9,14,1
4,110.0,14.723467,5.8,4,6,3,1,1,55,4,6,9,9,2005,9,30,0
7,148.0,21.084542,6.2,5,10,2,1,2,58,0,7,32,14,1999,10,18,1
4,102.0,21.408222,5.2,1,12,2,1,1,25,4,3,27,11,2011,4,8,0
4,84.0,19.267479,5.8,3,3,2,2,1,73,14,11,20,85,2011,9,30,0
4,114.0,3.314004,5.9,3,4,2,1,1,28,13,6,15,8,1997,11,7,0
4,99.0,21.312186,5.8,4,3,1,1,3,96,6,6,8,8,1994,7,1,0
4,135.0,7.44268,5.5,3,6,2,1,1,66,17,6,11,10,1995,10,13,0
4,108.0,12.54949,6.5,2,5,2,2,1,74,3,2,18,3,2010,5,20,1
4,127.0,18.394571,6.0,2,4,5,3,2,20,7,8,26,29,2005,9,22,0
4,95.0,8.189406,5.2,4,4,1,1,1,57,5,6,21,6,1995,10,13,0
4,95.0,27.631262,5.6,3,7,2,1,1,50,14,11,29,98,2009,9,3,0
4,124.0,40.721373,5.6,3,8,4,1,1,42,6,7,47,21,2013,2,13,1
4,109.0,11.329727,5.9,4,6,4,3,1,69,6,7,10,9,2002,3,28,0
4,100.0,37.253774,4.7,1,6,2,1,1,18,4,6,124,17,2016,2,6,1
4,88.0,6.397388,5.0,2,20,3,1,1,20,6,6,15,12,2004,1,30,0
4,105.0,2.275331,5.4,4,6,1,1,1,117,20,6,12,9,2000,3,3,0
4,105.0,30.387148,5.3,4,10,5,1,1,75,5,11,51,70,2011,2,24,0
4,97.0,8.139676,3.9,4,4,2,4,1,37,8,5,7,6,2009,2,27,0
4,87.0,21.746245,5.7,3,1,4,1,1,19,9,11,19,77,2001,11,2,1
4,104.0,2.808428,6.2,5,6,2,1,1,69,5,9,55,32,1990,7,11,0
4,116.0,31.02233,7.2,2,5,6,3,1,95,7,6,30,14,2009,4,1,0
4,147.0,25.170217,6.9,3,10,5,2,2,87,5,8,29,25,2000,12,27,1
4,127.0,80.972475,7.6,2,18,2,1,3,43,14,10,51,46,1989,5,24,1
4,120.0,116.700319,6.6,3,5,8,3,1,72,9,10,45,50,2015,3,4,1
4,118.0,33.884459,6.5,4,3,2,1,1,54,5,11,21,120,1999,11,4,1
4,111.0,53.043124,6.5,3,5,2,1,1,64,0,11,16,67,2002,3,29,1
4,114.0,34.973086,6.6,3,14,6,1,2,47,5,8,17,18,1999,9,27,1
4,137.0,40.371098,6.1,2,9,3,4,1,32,9,10,24,64,2015,3,15,0
4,112.0,18.60049,6.0,2,5,3,2,1,83,8,8,20,14,2001,7,30,1
4,120.0,30.920075,7.1,2,16,4,3,1,31,8,11,30,58,2001,10,22,1
4,93.0,19.348007,5.6,3,6,3,1,3,60,14,9,11,19,2000,10,19,1
4,127.0,8.59075,6.6,4,4,3,1,2,18,23,8,32,17,1984,12,14,0
4,122.0,48.801089,6.9,1,21,4,1,1,60,5,11,44,94,2007,9,6,1
4,109.0,88.844777,6.1,2,7,9,2,1,48,3,11,56,100,2014,12,16,1
4,123.0,16.000178,6.5,3,5,2,1,1,69,2,7,16,12,1998,6,26,1
4,96.0,19.525659,5.7,3,5,1,1,1,70,7,6,17,11,1996,6,10,1
4,103.0,7.859226,5.9,5,6,1,1,1,27,13,7,25,9,1990,6,15,1
4,113.0,18.102572,6.6,3,9,2,1,1,21,9,8,13,16,1999,8,6,1
4,132.0,7.226115,6.5,3,11,1,1,1,29,24,6,17,6,2001,10,19,0
4,93.0,63.071046,7.2,4,25,1,1,1,51,7,10,23,59,1982,10,22,1
4,75.0,10.410933,4.6,5,15,4,2,1,41,9,9,17,38,2006,9,14,0
4,104.0,6.067212,5.7,4,6,2,1,1,15,7,7,11,14,1996,2,23,0
4,105.0,15.401855,6.3,2,8,1,1,3,36,15,6,23,10,1997,6,19,1
4,118.0,41.322708,6.8,3,11,3,1,1,25,9,10,25,40,2002,5,24,1
4,111.0,25.6713,7.0,4,12,2,1,1,51,3,8,14,18,1996,11,21,1
4,80.0,22.581313,4.4,5,8,1,1,1,66,3,8,26,32,2010,6,18,0
4,117.0,12.971122,6.2,4,8,1,1,1,62,12,8,20,11,1996,7,4,1
4,86.0,26.721386,6.4,1,7,2,1,1,51,2,11,13,81,1997,3,21,1
4,127.0,24.672234,6.6,3,4,1,1,2,13,13,9,21,48,2016,7,13,0
4,140.0,0.146783,6.5,3,0,3,2,1,23,6,7,14,17,1981,5,4,0
4,91.0,28.964162,5.0,3,10,3,1,1,48,1,8,15,31,1994,5,26,1
4,91.0,49.353524,6.1,3,13,6,1,3,25,10,9,31,28,2012,9,27,1
4,84.0,36.585509,5.8,1,1,2,1,1,34,5,11,17,118,2003,10,24,1
4,111.0,32.624355,6.1,3,3,4,1,4,54,8,10,17,31,2000,12,14,1
4,93.0,53.090422,5.8,5,5,2,1,3,33,4,7,10,14,2008,7,10,1
4,113.0,30.002907,6.0,4,4,1,1,1,70,13,6,20,9,2004,8,6,1
4,141.0,17.923254,6.3,4,4,1,1,1,27,27,10,12,34,1993,12,16,1
4,119.0,17.746719,6.4,4,9,3,1,1,68,21,7,15,16,1994,7,20,1
4,97.0,31.305336,7.0,2,17,3,1,1,87,3,11,22,77,2007,12,25,1
4,117.0,19.637704,6.3,4,5,2,1,1,20,11,6,26,10,1992,6,4,1
4,101.0,10.411996,5.6,2,4,4,2,3,56,9,8,18,15,2005,5,13,1
4,153.0,88.496873,7.9,3,6,3,1,1,39,3,10,34,37,2013,9,18,1
4,122.0,52.081131,7.3,4,9,5,2,4,24,17,9,14,20,2001,10,5,1
4,102.0,30.816341,6.9,3,4,2,1,1,57,5,10,21,46,1999,12,23,1
4,83.0,35.376971,5.4,1,3,4,2,1,39,12,11,15,127,2001,7,4,1
4,103.0,17.047276,6.5,3,6,1,1,1,46,5,2,47,3,2011,11,22,1
4,120.0,43.815492,6.5,2,34,4,1,2,66,6,11,48,147,1998,8,21,1
4,136.0,23.234651,7.3,1,9,3,2,1,29,8,6,10,18,2005,1,14,1
4,89.0,17.270539,5.9,4,4,1,1,1,79,14,7,11,8,2002,4,7,1
4,89.0,27.684779,4.7,3,8,6,3,1,29,7,11,10,87,1997,4,11,1
4,100.0,26.79781,5.8,1,3,2,1,1,75,4,9,20,31,2000,7,30,1
4,135.0,37.073127,7.0,3,19,4,2,3,28,4,10,39,16,2003,9,7,1
4,95.0,87.350802,6.8,4,9,2,1,1,35,6,8,16,19,1998,11,25,1
4,122.0,26.134678,6.6,3,3,2,2,3,34,5,11,26,65,2001,10,19,1
4,110.0,16.582709,5.5,2,3,3,2,1,59,21,8,12,14,1994,10,7,1
4,135.0,10.731574,5.9,3,5,2,1,1,28,4,10,12,32,1996,8,16,1
4,95.0,8.99269,5.6,3,5,1,1,2,48,12,10,20,27,2005,5,13,1
4,109.0,51.742065,6.6,4,25,4,1,1,41,5,6,20,19,2005,1,15,1
4,94.0,12.06538,6.1,3,8,4,5,1,34,5,8,14,21,2007,9,20,1
4,117.0,44.120328,6.6,1,5,4,1,1,31,8,3,31,9,2014,5,21,1
4,112.0,6.156015,6.4,3,0,1,1,2,16,11,3,7,5,2006,1,13,0
4,111.0,12.362876,6.1,4,9,3,1,1,21,4,6,10,7,1994,9,30,0
4,96.0,11.095914,5.9,3,5,3,1,1,28,0,6,10,10,1995,7,14,0
4,131.0,31.856589,6.2,3,16,3,1,1,17,3,8,15,21,2012,7,6,1
4,94.0,24.459948,6.1,4,6,1,2,1,33,7,9,19,38,2004,9,6,1
4,88.0,28.029015,6.0,3,14,2,2,3,37,11,6,17,11,2003,4,6,1
4,88.0,20.239061,5.5,5,5,4,1,1,61,7,7,20,23,2006,7,27,1
4,137.0,25.876582,6.5,3,20,1,1,2,47,8,10,21,46,1984,12,14,0
4,119.0,20.360549,6.7,2,6,6,2,1,34,8,10,19,36,2008,12,19,1
4,105.0,32.31022,6.2,4,4,8,2,1,36,18,8,21,13,2006,3,1,1
4,101.0,27.568194,5.4,4,14,8,2,2,46,4,11,19,72,2008,8,20,1
4,92.0,6.250282,4.7,5,5,2,1,1,67,6,6,12,8,1996,10,4,0
4,117.0,11.120344,5.5,3,5,1,1,1,50,14,8,29,19,1996,7,19,0
4,86.0,13.707183,5.3,5,5,5,2,1,105,5,7,18,14,2009,7,31,1
4,123.0,12.495436,6.5,4,7,5,1,1,24,0,7,16,17,2001,1,9,0
4,134.0,6.803965,6.1,2,10,2,1,1,28,0,8,21,16,2005,12,25,0
4,100.0,9.025236,4.7,2,12,3,2,1,34,2,4,15,6,1996,6,6,0
4,117.0,7.524671,5.8,3,13,2,1,2,67,6,3,8,4,2000,12,11,0
4,192.0,3.770161,7.1,2,6,2,1,1,47,14,6,34,8,1995,12,22,0
4,128.0,21.118196,6.7,2,5,4,3,1,65,4,10,33,28,2010,2,12,1
4,106.0,6.513856,6.0,4,4,3,2,2,39,3,10,15,82,1998,1,30,0
4,160.0,11.387408,6.3,2,6,4,2,3,31,0,6,25,12,2008,9,15,0
28,114.0,9.950505,6.6,3,19,1,2,1,39,8,9,8,15,2006,12,21,0
4,99.0,14.813057,5.0,3,23,7,1,2,60,5,7,10,22,2008,8,21,0
4,85.0,5.201688,6.3,3,1,1,1,1,52,11,6,33,6,2002,4,5,0
4,139.0,5.361699,6.4,2,15,2,1,1,61,7,7,14,16,2007,10,4,0
4,103.0,3.848893,4.0,2,0,2,1,2,82,0,3,15,3,1997,1,31,0
4,101.0,35.6585,6.0,5,13,1,3,5,95,6,3,32,3,2011,9,15,1
4,87.0,5.258726,2.3,4,5,2,1,1,27,6,3,21,7,2012,6,15,0
4,120.0,62.01056,7.1,2,21,3,1,2,31,8,9,61,58,2012,10,11,1
4,130.0,54.884297,7.2,5,27,1,1,1,77,12,9,62,31,1993,8,6,1
4,110.0,33.747825,5.5,1,2,4,1,1,48,11,7,18,13,2010,3,16,1
4,147.0,16.245068,7.3,3,11,3,1,1,39,6,8,21,16,1996,10,18,1
4,96.0,38.653969,6.3,4,20,2,1,2,28,8,9,19,26,1985,5,21,1
4,118.0,3.937352,5.5,2,6,1,1,1,79,4,7,15,10,1996,2,2,0
4,88.0,46.007991,6.9,2,17,2,1,1,96,9,7,12,75,1940,2,23,1
4,106.0,49.020045,6.4,4,7,2,1,3,46,7,8,17,20,2006,1,12,1
4,109.0,24.821138,5.6,3,7,4,2,1,14,9,11,16,83,2015,11,10,0
4,136.0,19.043286,7.0,1,23,4,1,1,55,14,6,13,10,2000,12,21,1
4,103.0,5.418921,6.0,2,6,1,1,1,56,11,6,27,7,2000,4,6,0
4,103.0,25.999888,6.6,2,3,7,3,3,79,3,10,23,27,2005,2,2,1
4,84.0,18.65632,5.3,2,4,1,1,1,71,6,10,11,57,2002,4,12,1
4,154.0,23.736535,6.6,3,6,3,1,1,108,6,8,22,19,1993,6,30,1
4,99.0,21.75433,6.8,1,5,3,1,1,101,4,5,25,8,2010,5,1,1
4,93.0,44.094856,6.3,3,14,5,1,1,56,6,8,17,21,2011,1,13,1
4,109.0,62.714026,6.7,3,9,5,1,1,63,13,8,19,49,2012,3,12,1
4,124.0,28.969151,7.0,3,15,4,2,2,49,16,9,27,11,1999,5,13,1
4,84.0,31.789029,6.5,3,5,4,1,1,59,9,8,14,76,2000,6,21,1
4,90.0,33.238296,5.8,2,22,2,1,1,55,13,10,26,89,2004,1,16,1
4,117.0,6.420434,5.4,2,7,1,1,2,44,7,6,13,6,1992,6,30,1
4,117.0,37.654688,6.5,3,3,6,1,3,87,5,8,23,14,2013,6,27,1
4,115.0,14.046705,6.1,4,14,6,1,2,65,11,8,36,14,2002,4,3,1
4,126.0,3.844926,6.5,3,5,2,1,1,50,15,2,8,2,1996,11,15,0
4,119.0,14.733513,6.1,3,21,1,1,1,41,4,9,33,19,2002,1,25,1
4,83.0,16.122168,5.4,1,6,1,1,3,26,4,8,11,33,2009,7,8,0
4,133.0,28.22119,5.9,3,12,1,2,2,32,9,8,19,19,1989,7,7,1
4,100.0,45.151657,5.6,3,9,3,2,1,100,2,11,22,46,2011,3,11,1
4,120.0,15.205371,5.7,3,43,4,2,4,97,4,11,86,338,2001,3,1,0
4,104.0,14.587367,4.0,4,7,5,2,1,34,4,7,10,11,1993,5,28,0
4,122.0,34.828241,7.0,3,3,6,3,8,53,7,8,20,16,2005,9,16,0
28,99.0,23.607392,7.2,4,4,2,1,1,16,7,8,27,19,2002,12,19,1
4,91.0,19.438503,5.3,3,6,2,1,1,69,7,8,17,19,2012,1,26,0
4,112.0,74.168016,6.1,2,5,2,1,2,46,7,7,38,24,2014,12,25,0
4,100.0,7.349497,6.3,5,7,1,2,2,31,3,8,13,22,2010,12,2,0
7,100.0,7.663515,6.8,3,3,9,1,1,161,3,7,12,13,2009,10,28,0
4,110.0,32.798571,6.8,1,11,2,1,1,72,5,10,19,92,2002,11,8,1
4,132.0,36.670399,6.6,4,11,4,1,1,60,4,11,16,95,2001,5,11,1
4,88.0,14.653718,5.3,4,7,3,2,1,22,0,6,23,15,2003,8,15,0
4,107.0,73.085576,7.7,3,13,4,1,3,49,6,11,51,89,1999,8,6,1
