original_language,runtime,popularity,vote_average,Num_genres,Num_keywords,Num_production_companies,Num_production_countries,Num_spoken_languages,Num_overview_words,Num_tagline_words,Num_Departments,Num_Cast,Num_Crew,Year,Month,Day,Is_profitable
1,100.0,6.895866,6.5,3,3,3,2,2,39,7,4,10,8,2014,10,31,0
4,100.0,3.344158,4.1,2,19,4,2,1,38,2,8,13,17,2014,3,12,0
4,119.0,14.480628,7.0,2,17,3,2,1,60,12,8,14,12,1988,12,16,1
4,137.0,14.613152,5.5,2,21,13,4,2,32,5,8,17,11,2012,5,22,0
4,119.0,22.258428,6.9,2,8,1,1,2,101,13,8,15,17,1986,11,25,1
4,102.0,30.445257,6.5,1,20,4,1,2,56,6,10,16,23,2006,12,20,1
4,120.0,35.244037,6.1,2,3,4,1,1,60,11,9,75,26,1997,12,9,1
4,98.0,15.333575,5.4,3,0,5,1,1,50,0,8,15,16,2016,1,1,0
4,105.0,15.237142,6.4,2,0,1,1,1,36,0,8,23,18,2014,6,20,1
4,98.0,23.441135,6.2,2,6,6,2,3,68,14,10,10,88,2000,2,18,1
4,107.0,25.03414,6.4,4,5,2,1,1,26,0,7,13,14,1984,2,17,1
4,91.0,24.70166,6.6,1,3,2,1,1,17,9,6,14,12,2003,2,21,1
4,137.0,16.146572,7.2,2,17,1,1,1,29,16,8,25,12,1991,9,9,1
4,100.0,20.793026,5.1,3,17,3,1,1,47,7,11,11,78,1998,11,13,0
4,115.0,5.771479,6.1,3,4,2,1,2,64,6,3,15,4,2000,4,7,1
4,102.0,27.326466,6.1,1,9,2,1,1,42,9,7,14,13,2008,9,18,1
4,108.0,3.572339,5.9,3,12,3,2,2,85,8,6,21,6,2000,9,8,0
4,93.0,20.69219,5.9,2,7,3,2,1,42,4,11,35,41,2009,10,17,1
4,127.0,10.713521,7.6,1,5,4,2,1,79,7,9,17,47,1999,12,21,0
4,95.0,7.701041,5.5,2,4,1,1,1,34,11,3,11,3,2004,1,23,0
4,87.0,6.589193,5.8,4,2,2,1,1,63,8,6,18,9,1999,7,14,0
4,134.0,2.753313,5.9,4,5,2,1,1,61,17,7,10,10,1978,10,24,0
4,107.0,3.113009,4.7,3,2,2,1,1,17,9,3,47,10,2000,4,7,0
4,124.0,5.566203,5.7,2,1,1,1,2,62,0,3,24,3,1999,12,25,0
4,89.0,8.630825,5.0,2,5,1,1,1,22,9,3,14,4,2011,9,16,1
4,88.0,23.343839,5.3,2,7,6,1,1,81,5,10,20,22,2010,8,20,1
4,118.0,6.138213,6.5,2,4,1,3,1,48,10,5,8,7,2004,12,17,0
4,72.0,2.439184,6.8,5,7,3,1,1,152,0,7,12,15,1993,9,23,0
4,98.0,26.324874,6.1,4,0,4,1,1,72,5,11,20,74,2010,11,23,0
13,119.0,49.549984,8.2,3,10,5,1,1,39,4,8,10,21,2004,11,19,1
4,88.0,57.300674,7.2,2,20,3,1,1,50,5,4,16,9,2009,10,7,1
4,90.0,23.839127,5.9,1,7,1,1,1,33,11,6,15,9,1998,11,6,1
4,124.0,78.51783,8.2,3,18,2,1,1,60,4,11,76,51,1980,5,17,1
4,118.0,33.872182,6.5,4,23,2,1,1,62,4,9,32,20,1995,4,7,1
4,85.0,27.33256,6.6,2,4,1,1,1,27,16,5,18,8,1991,6,28,1
4,98.0,38.799596,6.4,1,5,3,1,2,31,10,11,13,72,2000,3,16,1
4,101.0,20.317469,6.5,1,7,5,1,1,20,4,11,54,69,2011,9,24,1
4,108.0,18.493202,6.7,3,8,1,1,1,89,13,11,15,105,2000,2,18,1
4,97.0,7.901891,6.0,2,5,2,1,1,69,15,8,10,20,2001,3,30,0
4,126.0,53.682367,7.9,3,9,2,2,1,65,5,9,37,24,2013,12,18,1
4,97.0,11.183197,6.3,3,7,5,1,1,32,8,7,28,15,2001,10,5,1
4,99.0,8.842722,5.1,3,6,12,3,1,77,5,10,31,32,2013,12,5,0
4,114.0,8.976738,5.9,3,1,2,1,1,75,15,4,13,5,1999,11,12,0
4,93.0,26.257951,5.6,2,5,2,2,2,69,5,9,14,15,2011,11,6,1
4,89.0,12.777008,3.5,2,13,1,1,1,43,4,9,30,18,1987,7,17,1
4,102.0,6.921263,6.6,1,10,1,2,2,48,0,8,13,16,1999,12,3,0
4,98.0,12.869436,6.1,2,5,3,1,1,73,15,6,16,10,1991,8,23,0
4,124.0,15.676123,6.6,5,12,5,1,1,29,9,10,42,58,2007,8,31,1
4,90.0,11.071522,5.8,2,0,3,1,1,48,0,10,16,38,2015,9,16,0
4,86.0,5.494047,5.9,3,0,18,3,4,34,0,7,16,12,2009,2,10,0
4,141.0,6.618149,5.5,2,6,2,2,3,81,7,6,13,14,2004,9,1,0
1,139.0,7.876883,6.5,3,14,1,1,3,42,13,2,18,4,2009,12,18,0
4,104.0,35.169779,6.5,2,16,3,1,1,26,10,9,40,44,2007,7,12,1
4,96.0,39.890798,6.7,2,19,2,1,1,57,6,10,28,22,1987,6,24,1
4,112.0,22.096286,6.8,2,8,2,2,4,40,12,11,24,111,2014,12,25,0
4,127.0,41.967005,6.9,5,7,1,1,1,75,6,11,14,61,1990,7,12,1
4,119.0,57.110486,6.5,2,10,1,1,1,42,5,11,19,90,1998,7,15,1
4,97.0,16.234053,6.3,4,6,2,1,1,60,7,6,11,8,1994,11,10,1
4,127.0,11.263361,6.5,2,6,3,1,1,161,6,2,9,2,2002,3,25,1
4,110.0,20.699212,6.0,2,7,3,1,1,64,11,6,15,9,2007,9,28,1
4,135.0,17.606087,7.3,2,17,3,1,1,17,17,7,12,13,1995,5,28,1
4,84.0,13.786075,4.6,2,8,2,1,1,69,14,11,14,97,2001,6,1,1
4,191.0,35.227212,7.4,2,29,6,2,2,52,6,10,92,30,1982,11,30,1
4,122.0,27.898438,7.3,1,5,7,3,3,23,8,3,39,5,2014,8,6,1
4,114.0,23.218144,5.6,5,6,1,1,2,130,24,4,32,6,1995,7,28,1
4,132.0,26.071644,7.2,1,12,1,1,1,72,5,8,38,42,2001,12,28,1
4,138.0,9.175762,5.9,1,2,2,1,2,18,4,2,35,5,2014,2,28,1
4,121.0,81.829237,6.6,3,11,5,4,1,47,1,11,32,102,2003,9,19,1
4,108.0,17.7091,6.1,2,24,3,2,2,27,5,9,19,22,2005,11,11,1
4,108.0,17.772518,6.0,3,3,5,1,1,43,4,9,24,19,2009,9,18,1
4,131.0,5.609755,6.8,2,6,2,1,1,18,0,9,14,26,1993,12,25,0
4,83.0,10.259461,4.7,1,10,3,1,4,65,15,6,10,17,2005,8,6,1
4,105.0,30.114383,6.2,1,2,2,1,1,40,8,8,12,17,2013,10,10,1
4,90.0,12.887673,5.4,3,6,3,1,4,31,13,7,13,8,2001,2,9,0
4,94.0,13.410919,6.0,2,3,1,1,1,28,5,7,19,12,2012,8,2,1
4,104.0,21.865021,6.4,1,10,3,1,1,41,4,11,29,117,2001,8,22,1
4,106.0,9.448517,5.4,2,7,1,1,2,72,8,9,19,49,2001,9,14,0
4,106.0,39.006187,5.7,3,8,3,1,1,34,3,9,87,19,2016,2,5,1
4,98.0,6.404571,5.3,2,20,4,2,1,73,21,8,11,24,2001,4,6,0
4,100.0,35.737655,6.4,2,11,2,1,1,135,9,10,16,30,2013,11,27,1
4,95.0,4.365196,6.1,2,5,1,3,2,75,8,1,9,1,2000,10,27,0
4,106.0,14.925633,6.2,2,17,6,2,1,34,3,5,17,6,2004,9,10,0
4,104.0,14.725467,4.2,5,7,1,1,2,79,7,8,22,15,1993,4,17,0
4,77.0,8.792054,3.8,3,2,3,1,1,66,14,9,73,16,1999,8,27,0
4,96.0,25.002715,5.2,3,6,1,3,1,57,2,11,27,42,2015,9,3,1
16,145.0,13.906611,7.2,3,4,17,3,4,20,10,11,18,66,2006,9,1,1
7,116.0,13.960945,7.2,5,6,7,8,4,63,9,11,15,57,2005,11,9,0
4,100.0,16.668854,5.5,3,3,4,1,3,32,10,8,18,34,2012,8,22,1
4,92.0,48.784734,6.2,2,5,6,3,1,32,4,11,10,44,2014,9,3,0
4,121.0,9.088209,7.4,3,13,3,1,4,67,16,7,14,9,1977,6,24,0
4,105.0,12.445176,5.2,1,12,2,1,1,104,7,2,11,2,2010,10,7,0
4,116.0,29.230298,6.5,3,15,5,1,1,34,5,8,41,19,2013,12,6,0
4,119.0,18.961323,6.5,3,9,3,1,1,34,5,8,18,16,2007,9,28,1
4,117.0,12.819447,7.0,3,16,5,1,1,48,4,10,16,46,1999,3,19,0
5,106.0,14.866351,6.0,3,1,9,2,2,117,6,2,15,5,2013,7,18,1
4,111.0,15.013386,5.6,2,3,4,3,2,66,0,3,17,3,2012,4,20,1
4,136.0,8.700565,5.5,4,6,1,1,2,56,14,9,54,41,1982,6,13,1
4,81.0,27.197799,7.1,3,22,6,1,1,31,1,9,19,74,1999,6,30,0
4,90.0,20.410354,6.9,2,17,6,1,1,21,17,5,14,7,2007,2,9,0
4,96.0,10.207065,5.1,6,3,3,2,1,39,7,5,29,8,1993,3,17,1
4,106.0,5.683281,6.3,2,1,4,2,1,36,9,8,21,11,2001,9,14,1
4,122.0,63.599973,6.9,3,13,1,1,1,24,4,10,62,60,2012,9,8,1
4,123.0,17.746981,7.5,2,17,3,2,2,20,6,10,28,66,2007,1,5,1
4,92.0,34.433521,6.6,3,4,4,2,3,74,6,8,13,24,2002,10,2,1
4,115.0,26.21425,6.4,2,15,3,1,1,56,8,8,10,10,2008,3,4,1
4,104.0,4.781538,5.1,3,20,2,1,1,113,3,11,42,40,1999,3,11,0
4,98.0,10.13559,6.7,3,14,3,1,1,100,0,10,17,43,2009,6,5,0
4,120.0,5.815881,5.8,2,3,1,1,1,18,11,9,28,30,2008,8,1,0
4,117.0,8.982335,6.5,2,0,5,1,2,25,0,9,16,16,2002,9,9,0
4,127.0,33.649652,6.6,3,6,6,3,4,102,13,8,31,20,2011,9,16,0
4,91.0,13.847872,6.3,1,2,4,2,1,68,6,8,7,17,2011,2,11,0
4,114.0,4.189378,5.9,1,13,2,1,1,25,11,6,37,18,1982,7,23,1
4,97.0,21.928025,6.7,4,7,8,3,1,27,7,11,17,57,1999,4,14,0
4,115.0,68.159596,7.7,2,22,2,1,6,39,13,10,50,46,1981,6,12,1
4,120.0,81.487685,6.3,4,4,2,1,2,58,11,8,18,12,1992,11,19,1
4,135.0,52.456505,7.2,2,19,3,1,4,25,4,9,59,32,1977,11,16,1
4,90.0,9.662715,5.0,2,5,1,1,2,26,4,6,15,9,2006,8,11,0
4,100.0,25.28436,6.1,3,24,3,1,1,48,0,10,27,26,1987,5,18,1
4,105.0,8.351385,5.4,1,5,2,1,2,44,11,6,59,10,2003,3,7,1
4,119.0,18.174804,8.1,3,10,2,1,1,52,15,10,59,83,1991,2,1,1
4,94.0,21.815122,6.5,2,4,1,1,2,50,6,6,18,10,1992,2,14,1
4,94.0,20.99174,6.4,3,7,1,2,2,88,5,6,42,15,2010,10,15,1
4,116.0,19.636044,5.9,2,16,1,1,1,18,14,9,20,23,1978,6,16,1
4,91.0,12.25264,4.9,3,5,1,1,1,45,6,2,12,2,2008,10,3,1
4,112.0,49.975409,7.4,2,10,3,1,1,38,9,11,23,50,2013,7,18,1
4,95.0,13.590677,5.2,4,6,3,1,1,70,12,7,13,14,2005,1,20,1
4,97.0,21.657563,5.0,1,0,2,1,1,22,8,9,40,46,2014,7,2,1
4,108.0,43.057323,6.7,2,4,6,2,1,64,10,8,75,21,2003,10,3,1
4,101.0,16.470895,5.4,2,9,2,1,1,66,9,7,11,15,1995,8,18,1
4,109.0,28.703007,6.3,1,6,4,1,1,74,4,9,15,36,2004,6,23,1
4,115.0,40.903931,6.7,2,15,3,1,1,43,6,6,17,14,2011,9,9,1
4,117.0,22.001408,6.7,4,7,4,1,1,57,8,7,23,10,2003,4,18,0
4,134.0,95.9229,7.9,2,12,5,2,1,61,7,11,93,72,2013,10,18,1
4,118.0,4.748929,6.2,4,6,1,1,1,44,5,4,15,9,2002,12,13,1
4,121.0,2.986286,6.1,2,0,2,1,1,40,7,2,10,2,2010,4,2,1
4,105.0,47.51363,7.5,3,8,1,1,1,15,4,8,28,14,1990,12,5,1
4,110.0,53.161905,7.6,2,13,3,1,1,95,1,11,26,52,2016,6,2,1
4,104.0,15.978136,7.4,3,11,3,1,2,25,12,9,11,22,1971,10,9,1
4,100.0,42.512296,6.3,1,7,3,1,2,27,4,2,33,4,2016,7,28,1
4,83.0,10.098722,3.6,1,5,3,2,1,21,3,8,22,18,2006,2,17,1
4,72.0,15.341196,6.1,4,1,5,3,1,38,3,3,12,9,2002,2,14,1
4,127.0,29.023184,7.4,2,8,5,2,1,45,6,7,38,18,2014,12,25,1
4,72.0,19.819893,5.6,3,14,4,2,1,26,4,5,9,10,2003,2,7,1
4,89.0,11.62423,4.6,4,6,4,1,3,50,7,10,17,47,2005,2,4,1
4,96.0,22.049787,5.8,3,5,3,1,1,43,6,8,20,22,2007,2,8,1
4,77.0,9.829859,6.3,2,7,1,1,1,60,0,8,8,30,2000,2,11,1
4,123.0,29.295801,6.7,3,7,4,4,3,28,5,8,24,32,2009,7,24,1
4,111.0,14.136476,6.8,3,7,4,1,1,23,4,8,34,15,2015,6,26,1
4,86.0,6.064638,3.2,3,0,4,1,1,67,6,7,18,15,2007,1,25,1
4,128.0,41.503588,7.8,3,17,5,2,1,31,6,11,74,98,2015,11,6,1
4,110.0,20.495749,5.9,3,10,2,1,1,71,10,7,17,17,2008,9,19,1
4,102.0,13.906944,5.2,2,3,3,1,3,49,8,8,21,18,2006,10,13,1
4,124.0,2.003047,6.0,3,5,1,1,1,71,11,4,38,9,1998,8,14,1
4,115.0,11.203335,5.8,4,3,2,1,1,47,6,8,28,17,2006,10,9,1
4,98.0,8.265317,6.1,4,4,1,1,1,80,7,11,9,38,1979,12,18,1
4,104.0,18.632156,5.8,3,5,5,2,2,27,0,10,20,51,2010,8,31,1
4,127.0,6.92592,7.0,1,5,2,1,2,65,15,8,12,19,1997,3,21,1
4,82.0,17.165039,4.2,2,7,2,1,2,46,5,8,21,18,2010,8,18,1
4,143.0,25.785925,6.9,1,13,4,4,6,20,8,8,50,23,2006,9,8,1
4,103.0,20.311684,6.5,2,8,3,1,1,75,4,7,33,9,2014,9,10,1
4,104.0,20.975165,7.0,2,11,2,1,1,38,15,9,45,26,2008,11,27,1
4,98.0,26.509175,6.6,5,22,2,2,4,90,6,9,6,28,2004,10,10,1
4,92.0,26.497025,5.3,2,7,2,1,1,62,4,9,20,27,2013,1,3,1
4,86.0,36.819044,4.6,1,5,1,1,1,38,5,9,19,22,2013,4,11,1
4,158.0,7.902536,6.2,5,2,3,1,2,58,9,6,13,9,1969,10,15,1
4,128.0,30.909699,7.1,2,13,1,1,1,61,3,5,13,6,2008,11,26,1
4,107.0,16.663797,5.7,1,12,4,1,1,59,10,8,30,21,2016,2,19,1
4,91.0,27.724913,5.3,3,3,5,2,3,54,2,11,11,105,2002,10,25,1
4,108.0,17.971883,6.0,1,11,2,1,1,78,3,8,24,24,2011,11,4,1
4,108.0,25.041992,6.3,3,31,2,1,1,49,6,6,34,9,1998,3,20,1
4,113.0,14.857884,6.3,2,7,3,1,3,92,6,10,9,49,2010,4,11,1
4,113.0,23.982956,7.0,4,9,2,2,2,59,16,7,49,14,2000,3,17,1
4,87.0,12.458131,4.7,3,15,4,3,1,24,8,8,20,41,2008,1,4,0
4,101.0,3.996392,5.8,2,4,1,1,4,37,7,9,17,28,1996,1,12,0
4,112.0,30.387754,6.6,3,21,5,3,1,130,0,11,27,56,2008,2,28,1
4,108.0,56.481487,7.9,3,15,3,1,1,46,16,9,19,21,2004,3,19,1
4,105.0,19.962713,6.0,2,4,3,1,1,57,11,7,15,13,2010,9,24,1
4,109.0,18.666876,6.3,4,2,4,1,2,61,6,8,48,16,2008,4,10,1
4,109.0,55.964605,6.7,3,4,4,1,1,24,6,7,55,11,2013,7,18,1
4,98.0,28.019226,6.0,5,15,5,2,1,42,10,11,16,67,2009,1,6,1
4,104.0,16.176976,5.9,2,8,2,1,1,37,8,8,14,38,2010,3,11,1
4,109.0,17.237143,6.0,3,6,6,2,1,24,8,9,16,26,2011,7,1,0
4,100.0,4.34503,5.3,2,5,4,1,1,139,9,8,20,28,2006,3,24,1
4,88.0,12.300789,5.3,2,8,3,2,1,152,4,2,12,4,2010,9,17,1
4,97.0,15.804814,5.2,6,5,1,1,1,40,8,8,20,22,2006,9,8,1
4,89.0,4.100942,5.1,2,0,1,2,1,33,10,8,29,22,2009,8,21,0
4,106.0,12.309715,6.7,4,6,2,1,1,39,7,8,14,16,1995,5,20,1
4,96.0,62.933899,7.1,3,13,3,1,1,85,7,11,22,42,2016,7,27,1
4,115.0,16.074397,6.3,3,2,3,1,2,28,4,9,14,44,2008,9,12,1
4,108.0,17.016284,5.8,5,15,6,1,2,29,11,8,12,13,1998,4,15,0
4,109.0,93.067866,8.2,3,13,3,1,1,53,14,9,30,22,1960,6,16,1
4,101.0,17.145287,5.4,2,12,5,1,1,53,9,7,33,24,2008,9,19,1
4,103.0,27.256849,6.7,2,1,3,1,1,24,4,3,38,7,2014,2,12,1
4,113.0,7.878177,5.6,3,8,2,1,3,50,8,2,11,2,2007,5,11,0
4,98.0,0.173964,4.9,1,0,0,1,1,67,12,1,15,1,1981,7,31,0
4,121.0,14.370111,6.8,4,9,2,1,1,59,14,9,15,19,1985,3,27,0
4,114.0,11.090254,6.5,3,1,2,1,1,83,8,2,5,2,1998,9,11,0
4,124.0,20.82778,7.1,1,11,5,1,1,39,4,8,31,15,2007,3,23,1
4,148.0,43.644978,7.8,2,11,4,1,2,38,6,10,25,50,2007,9,11,1
4,100.0,8.244324,5.6,3,5,1,1,1,32,7,8,33,26,2006,9,29,0
4,94.0,23.292761,5.0,3,9,2,2,1,64,9,9,22,25,2012,10,10,1
4,108.0,64.181668,6.9,4,26,4,1,2,63,20,9,33,75,1996,1,19,1
1,99.0,13.658985,7.2,4,7,1,2,1,81,7,6,17,19,2004,2,10,1
4,88.0,6.908351,4.3,3,7,1,1,1,70,7,10,32,80,2002,7,26,0
4,128.0,10.446722,7.3,1,9,10,2,5,23,8,5,16,16,2007,10,14,1
4,124.0,32.243357,7.2,3,9,3,1,1,98,5,8,27,14,2003,9,6,1
4,84.0,9.149089,5.8,3,1,3,1,2,31,5,9,10,34,2004,9,3,0
4,101.0,5.596835,5.3,2,11,2,1,1,87,7,6,16,11,2003,1,17,0
4,120.0,10.50098,7.0,1,9,2,1,2,37,17,2,9,2,2009,9,6,0
4,199.0,3.011205,6.5,2,3,1,1,1,6,0,9,59,19,1965,2,15,0
4,111.0,15.012237,6.2,3,2,8,3,1,30,8,4,11,9,2015,10,14,1
4,87.0,16.238961,3.0,2,4,3,1,1,51,8,6,15,13,2008,8,29,0
4,88.0,15.21229,5.5,4,6,4,1,2,58,7,6,16,13,2009,12,4,1
4,97.0,6.397042,6.5,4,11,4,1,1,36,12,9,31,18,1997,11,14,0
4,106.0,19.220789,6.2,2,10,3,1,1,81,9,6,37,7,2011,9,30,1
4,95.0,35.232278,5.8,3,10,3,1,1,38,3,7,13,19,2012,4,12,1
4,99.0,9.842771,4.8,1,8,6,1,1,10,11,8,42,23,2004,4,30,0
4,96.0,35.542809,5.9,3,22,3,1,1,28,4,11,27,86,2009,4,16,1
4,123.0,3.476925,6.1,1,4,1,1,1,64,5,11,18,38,2006,10,13,0
4,101.0,5.133744,6.4,4,5,3,1,3,63,0,7,42,15,2002,11,22,0
4,101.0,14.031377,6.0,2,9,3,2,2,19,11,9,11,20,2005,10,20,0
4,96.0,17.227376,6.1,4,1,2,1,1,64,9,3,21,3,2002,8,23,0
4,108.0,15.66135,5.7,4,5,5,1,2,63,3,11,61,44,2009,3,19,0
4,116.0,19.705311,6.7,3,9,4,2,1,33,4,7,24,21,2010,10,1,1
4,115.0,29.371987,5.6,2,3,5,1,1,25,9,11,27,62,2016,2,19,0
4,96.0,11.352693,7.3,2,5,1,1,1,44,32,8,22,9,1997,8,26,0
4,98.0,7.553773,5.4,2,12,2,2,1,51,7,9,14,24,1999,10,22,0
4,100.0,30.477114,6.3,1,11,3,1,2,36,8,7,15,24,2015,10,2,1
4,106.0,9.927018,5.6,3,3,1,1,3,28,15,6,11,12,1989,12,15,0
4,101.0,12.379781,6.5,3,60,1,1,1,22,0,11,117,104,1996,12,6,0
4,105.0,12.643703,6.5,4,12,5,1,1,41,3,11,14,63,2007,8,31,0
4,99.0,15.440465,6.5,1,7,3,1,1,74,7,8,16,25,2009,12,4,0
4,84.0,9.36146,4.7,3,0,1,1,1,46,0,2,13,2,2007,1,5,0
4,98.0,6.102663,6.4,1,3,1,1,1,65,11,3,14,3,2004,4,16,0
4,149.0,0.709143,6.5,4,7,1,1,1,49,6,7,11,10,1969,1,1,1
4,148.0,45.742217,6.5,5,6,3,1,1,22,6,9,101,24,2014,12,25,0
4,110.0,8.237336,5.9,2,2,1,1,1,36,4,8,13,16,2013,9,21,0
4,83.0,2.605374,4.1,2,4,1,1,1,45,7,2,46,2,2008,10,3,0
4,107.0,29.072964,5.3,3,5,7,1,2,50,9,9,22,42,2013,9,12,1
4,100.0,1.322528,5.8,1,5,2,1,1,71,8,10,6,61,2003,3,14,0
4,106.0,12.232048,7.0,3,3,2,2,1,44,3,8,81,40,2015,4,23,0
4,99.0,27.133277,6.2,2,9,6,4,1,41,7,10,34,59,2011,9,30,1
4,100.0,26.093043,6.8,3,21,4,1,1,24,7,8,16,26,2006,5,25,0
4,96.0,9.292987,3.1,4,14,5,3,2,50,13,6,29,13,2005,1,28,0
4,111.0,7.716606,5.4,4,5,3,1,1,16,2,7,52,17,2009,8,6,0
4,100.0,7.698075,5.9,3,6,5,4,1,78,6,9,10,31,2004,9,8,0
4,125.0,37.629309,6.5,3,17,7,2,2,65,14,11,22,78,2014,12,30,0
4,135.0,13.032308,6.6,2,11,9,1,1,34,10,8,18,16,2007,10,1,0
4,93.0,15.131867,4.8,2,3,6,1,2,21,5,8,22,20,2012,4,4,0
4,114.0,10.218307,6.8,4,2,3,1,4,51,8,9,25,20,2008,9,9,0
4,124.0,12.761176,7.4,1,3,1,1,1,33,0,6,17,12,2008,10,24,0
13,134.0,60.732738,8.2,3,11,4,1,1,60,12,9,14,68,1997,7,12,1
4,104.0,14.617944,7.1,6,17,7,2,1,63,5,9,24,34,2005,10,6,1
4,118.0,3.102987,6.8,1,4,2,1,1,22,3,8,16,26,2015,11,13,0
4,84.0,5.65327,3.3,1,0,1,1,1,26,3,3,5,4,2003,8,22,0
4,107.0,44.566609,6.9,3,9,2,1,1,37,11,11,19,81,2002,12,6,0
28,125.0,8.978408,6.5,2,2,5,3,3,29,9,2,4,2,2008,7,3,0
4,122.0,11.267676,5.4,2,8,3,2,3,57,0,11,20,51,2015,11,12,0
13,126.0,9.129808,6.4,3,10,3,1,3,72,5,6,7,9,2004,7,17,0
4,107.0,3.581906,6.2,1,3,5,1,1,45,0,6,15,10,1994,9,9,0
4,107.0,10.617236,4.5,6,6,3,1,2,23,4,5,14,7,2011,3,16,0
4,100.0,6.377308,5.5,2,9,0,2,1,17,0,6,16,6,2002,11,21,0
4,110.0,3.620537,6.0,2,12,2,1,1,47,0,7,12,19,2010,12,10,0
4,95.0,13.118983,6.3,3,4,8,3,1,15,4,6,15,19,2007,7,27,0
4,83.0,14.182301,5.3,4,3,7,1,1,59,4,3,19,5,2012,6,5,0
4,105.0,7.444189,6.1,1,0,4,2,2,15,4,4,14,4,2016,8,26,0
4,96.0,33.625477,5.4,1,14,4,2,1,35,7,11,20,75,2015,5,21,0
4,105.0,28.060472,6.1,2,5,9,1,1,28,5,7,19,12,2013,7,18,0
4,125.0,20.746932,7.1,2,5,10,3,3,27,10,7,12,22,2006,12,9,0
3,150.0,7.727035,7.1,5,3,8,3,4,61,0,11,42,44,2008,9,24,0
4,181.0,45.707835,7.6,3,17,2,2,1,42,9,11,57,67,1990,11,9,1
4,92.0,28.497242,5.4,1,4,2,1,1,34,5,9,45,45,2011,5,16,1
4,113.0,11.47316,6.7,3,12,1,1,1,72,6,6,12,7,1989,9,15,1
4,95.0,25.28132,6.1,1,13,4,2,3,101,9,9,67,31,2004,7,10,1
4,111.0,45.99611,7.0,3,8,2,1,1,38,12,11,19,81,1996,12,20,1
4,144.0,78.699993,8.1,2,16,3,2,1,43,5,8,12,17,1980,5,22,1
4,116.0,76.603233,8.0,4,29,3,1,1,50,13,9,51,40,1985,7,3,1
4,93.0,13.664614,5.5,3,2,2,1,1,31,4,11,15,95,1999,10,29,1
4,90.0,1.224105,3.9,2,10,1,1,2,149,6,4,16,7,2016,7,22,0
4,101.0,27.494037,5.9,3,10,3,1,1,39,6,6,20,19,2010,5,11,1
4,95.0,18.47518,5.3,1,13,3,2,4,68,6,9,10,30,2003,1,9,1
4,109.0,10.559414,6.5,5,3,3,2,1,29,9,11,18,50,2011,2,11,0
4,101.0,28.867568,6.2,3,6,4,1,1,21,3,10,39,76,2010,2,26,1
13,125.0,118.968562,8.3,4,15,1,1,1,53,9,9,19,34,2001,7,20,1
4,132.0,7.436491,6.5,3,19,1,2,1,53,8,9,28,17,1984,5,4,0
4,109.0,17.952817,6.0,3,17,3,1,1,19,4,9,11,33,2008,10,16,0
4,100.0,21.959742,6.4,2,13,5,2,1,82,15,3,15,4,2010,1,8,1
4,188.0,4.229942,6.0,2,2,2,1,1,30,15,3,26,4,1964,3,24,0
4,97.0,11.766564,6.2,3,9,4,2,1,83,3,10,28,45,2011,3,4,0
4,93.0,0.068228,5.6,3,1,1,1,1,45,15,1,6,1,1993,11,24,0
4,116.0,5.380733,6.1,4,4,3,1,1,35,11,7,8,10,1996,8,16,0
4,90.0,30.205943,6.0,3,11,4,1,1,20,11,8,18,26,2005,4,15,1
4,114.0,26.441669,7.3,3,4,6,1,2,17,17,8,25,18,2002,12,6,1
4,93.0,15.262492,6.0,1,5,4,3,5,53,6,11,32,77,2005,6,24,1
4,118.0,44.511363,7.2,3,9,5,1,1,50,6,11,28,100,1998,5,22,0
4,100.0,16.665841,6.0,3,0,7,1,2,26,15,8,23,36,2009,9,13,1
4,96.0,36.471231,6.2,1,8,3,1,1,20,3,9,51,36,2014,5,8,1
4,101.0,85.30318,6.6,4,7,2,1,2,72,4,8,16,14,1994,7,29,1
4,104.0,20.716023,6.9,5,16,3,1,1,79,13,7,15,11,1988,6,3,1
4,82.0,29.487784,6.5,1,16,2,1,3,42,5,8,12,23,2006,11,1,1
4,96.0,25.43954,6.1,1,4,2,1,1,61,8,8,21,24,2001,7,13,1
4,105.0,15.314027,6.4,4,0,1,1,2,24,7,8,18,12,1984,5,31,1
4,122.0,32.602868,6.3,4,14,3,1,1,66,4,11,19,62,2005,9,9,1
4,88.0,9.832326,5.5,1,7,3,1,1,77,8,6,16,7,1999,12,10,1
4,110.0,33.452469,3.7,3,4,1,1,1,26,3,11,27,53,2014,10,3,1
4,106.0,6.501815,5.6,2,1,1,1,1,86,4,2,20,3,2004,1,20,1
4,91.0,26.58873,6.5,3,9,3,2,1,39,8,6,19,11,2003,11,26,1
4,94.0,36.15716,6.5,3,17,3,2,1,52,10,9,27,22,1997,5,2,1
4,94.0,16.027955,5.5,3,2,4,2,1,20,4,8,38,18,2016,3,23,1
4,99.0,14.329891,6.3,2,2,2,1,1,25,5,2,19,4,2011,3,25,1
4,107.0,50.009408,7.3,4,7,6,1,2,82,8,11,11,66,1987,6,11,1
4,160.0,31.82675,7.8,3,11,1,1,4,27,6,9,60,28,1984,10,26,1
4,97.0,36.423717,6.9,1,10,3,1,4,33,4,9,38,43,2004,4,30,1
4,137.0,11.693272,6.8,3,3,1,3,1,24,9,8,30,21,2001,11,7,1
4,103.0,12.243887,5.9,4,2,2,1,1,23,10,6,17,8,1986,10,5,1
